dt(GPS)	frame	 LO(m)	 AO(rad)
155.9991	990	0.0793	-0.1159
156.9988	991	0.0797	-0.1159
156.9988	992	0.0798	-0.1157
156.9988	993	0.0797	-0.1157
156.9988	994	0.0795	-0.1157
156.9988	995	0.0768	-0.1143
156.9988	996	0.0770	-0.1145
157.9992	997	0.0771	-0.1146
157.9992	998	0.0773	-0.1148
157.9992	999	0.0756	-0.1154
157.9992	1000	0.0739	-0.1148
157.9992	1001	0.0748	-0.1155
157.9992	1002	0.0777	-0.1165
158.9987	1003	0.0757	-0.1176
158.9987	1004	0.0771	-0.1190
158.9987	1005	0.0769	-0.1198
158.9987	1006	0.0777	-0.1212
158.9987	1007	0.0788	-0.1226
158.9987	1008	0.0794	-0.1238
159.9984	1009	0.0897	-0.1247
159.9984	1010	0.0883	-0.1258
159.9984	1011	0.0873	-0.1237
159.9984	1012	0.0864	-0.1187
159.9984	1013	0.0830	-0.1053
159.9984	1014	0.0794	-0.0923
160.9985	1015	0.0695	-0.0898
160.9985	1016	0.0668	-0.0881
160.9985	1017	0.0656	-0.0893
160.9985	1018	0.0664	-0.0905
160.9985	1019	0.0680	-0.0924
160.9985	1020	0.0697	-0.0942
161.9987	1021	0.0735	-0.0955
161.9987	1022	0.0739	-0.0959
161.9987	1023	0.0743	-0.0963
161.9987	1024	0.0743	-0.0972
161.9987	1025	0.0752	-0.0981
161.9987	1026	0.0758	-0.0992
162.9990	1027	0.0798	-0.0995
162.9990	1028	0.0798	-0.1010
162.9990	1029	0.0813	-0.1023
162.9990	1030	0.0816	-0.1029
162.9990	1031	0.0807	-0.1040
162.9990	1032	0.0811	-0.1042
163.9989	1033	0.0785	-0.1057
163.9989	1034	0.0804	-0.1064
163.9989	1035	0.0823	-0.1073
163.9989	1036	0.0816	-0.1015
163.9989	1037	0.0808	-0.0981
163.9989	1038	0.0814	-0.0984
164.9990	1039	0.0677	-0.0990
164.9990	1040	0.0675	-0.1005
164.9990	1041	0.0683	-0.1003
164.9990	1042	0.0698	-0.1021
164.9990	1043	0.0691	-0.1037
164.9990	1044	0.0666	-0.1028
165.9993	1045	0.0627	-0.1033
165.9993	1046	0.0650	-0.1047
165.9993	1047	0.0674	-0.1015
165.9993	1048	0.0695	-0.1001
165.9993	1049	0.0708	-0.1004
165.9993	1050	0.0704	-0.0997
165.9993	1051	0.0696	-0.1003
166.9991	1052	0.0509	-0.0944
166.9991	1053	0.0494	-0.0928
166.9991	1054	0.0501	-0.0930
166.9991	1055	0.0503	-0.0942
166.9991	1056	0.0497	-0.0959
166.9991	1057	0.0483	-0.0966
167.9989	1058	0.0439	-0.0980
167.9989	1059	0.0445	-0.0970
167.9989	1060	0.0445	-0.0931
167.9989	1061	0.0430	-0.0900
167.9989	1062	0.0410	-0.0882
167.9989	1063	0.0414	-0.0874
168.9986	1064	0.0341	-0.0867
168.9986	1065	0.0329	-0.0862
168.9986	1066	0.0324	-0.0857
168.9986	1067	0.0335	-0.0865
168.9986	1068	0.0346	-0.0864
168.9986	1069	0.0380	-0.0879
169.9988	1070	0.0228	-0.0887
169.9988	1071	0.0249	-0.0914
169.9988	1072	0.0253	-0.0917
169.9988	1073	0.0256	-0.0926
169.9988	1074	0.0257	-0.0927
169.9988	1075	0.0264	-0.0928
170.9993	1076	0.0168	-0.0937
170.9993	1077	0.0154	-0.0956
170.9993	1078	0.0160	-0.0974
170.9993	1079	0.0165	-0.0994
170.9993	1080	0.0165	-0.1009
170.9993	1081	0.0167	-0.1028
171.9990	1082	0.0602	-0.1041
171.9990	1083	0.0615	-0.1057
171.9990	1084	0.0621	-0.1076
171.9990	1085	0.0614	-0.1078
171.9990	1086	0.0567	-0.1041
171.9990	1087	0.0547	-0.1005
172.9989	1088	0.3726	-0.0964
172.9989	1089	0.3670	-0.0914
172.9989	1090	0.3622	-0.0885
172.9989	1091	0.3581	-0.0834
172.9989	1092	0.3546	-0.0771
172.9989	1093	0.3524	-0.0713
173.9989	1094	0.6563	-0.0693
173.9989	1095	0.6554	-0.0691
173.9989	1096	0.6558	-0.0691
173.9989	1097	0.6560	-0.0690
173.9989	1098	0.6526	-0.0702
173.9989	1099	0.6532	-0.0706
174.9993	1100	0.4471	-0.0650
174.9993	1101	0.4463	-0.0661
174.9993	1102	0.4450	-0.0672
174.9993	1103	0.4437	-0.0696
174.9993	1104	0.4453	-0.0704
174.9993	1105	0.4458	-0.0710
175.9992	1106	0.1147	-0.0717
175.9992	1107	0.1146	-0.0725
175.9992	1108	0.1138	-0.0723
175.9992	1109	0.1123	-0.0712
175.9992	1110	0.1100	-0.0718
175.9992	1111	0.1098	-0.0723
176.9990	1112	0.0073	-0.0746
176.9990	1113	0.0090	-0.0744
176.9990	1114	0.0098	-0.0744
176.9990	1115	0.0103	-0.0750
176.9990	1116	0.0099	-0.0752
176.9990	1117	0.0084	-0.0754
177.9997	1118	0.0030	-0.0757
177.9997	1119	0.0044	-0.0777
177.9997	1120	0.0064	-0.0800
177.9997	1121	0.0056	-0.0813
177.9997	1122	0.0041	-0.0831
177.9997	1123	0.0046	-0.0850
178.9990	1124	0.0039	-0.0862
178.9990	1125	0.0029	-0.0867
178.9990	1126	0.0025	-0.0876
178.9990	1127	0.0040	-0.0895
178.9990	1128	0.0044	-0.0914
178.9990	1129	0.0029	-0.0915
179.9994	1130	0.0016	-0.0924
179.9994	1131	0.0001	-0.0938
179.9994	1132	0.0002	-0.0952
179.9994	1133	0.0009	-0.0947
179.9994	1134	0.0042	-0.0896
179.9994	1135	0.0072	-0.0755
180.9990	1136	0.0245	-0.0641
180.9990	1137	0.0259	-0.0596
180.9990	1138	0.0260	-0.0585
180.9990	1139	0.0253	-0.0599
180.9990	1140	0.0231	-0.0617
180.9990	1141	0.0246	-0.0624
181.9987	1142	0.0473	-0.0620
181.9987	1143	0.0467	-0.0633
181.9987	1144	0.0459	-0.0636
181.9987	1145	0.0473	-0.0630
181.9987	1146	0.0491	-0.0628
181.9987	1147	0.0502	-0.0644
182.9990	1148	0.0667	-0.0661
182.9990	1149	0.0668	-0.0662
182.9990	1150	0.0668	-0.0672
182.9990	1151	0.0661	-0.0683
182.9990	1152	0.0646	-0.0692
182.9990	1153	0.0647	-0.0692
183.9991	1154	0.0755	-0.0707
183.9991	1155	0.0734	-0.0720
183.9991	1156	0.0723	-0.0730
183.9991	1157	0.0720	-0.0749
183.9991	1158	0.0729	-0.0766
183.9991	1159	0.0738	-0.0785
184.9992	1160	0.0713	-0.0791
184.9992	1161	0.0731	-0.0794
184.9992	1162	0.0721	-0.0813
184.9992	1163	0.0707	-0.0817
184.9992	1164	0.0713	-0.0816
184.9992	1165	0.0721	-0.0817
185.9995	1166	0.0673	-0.0831
185.9995	1167	0.0677	-0.0847
185.9995	1168	0.0666	-0.0858
185.9995	1169	0.0666	-0.0874
185.9995	1170	0.0674	-0.0883
185.9995	1171	0.0687	-0.0894
186.9991	1172	0.0635	-0.0895
186.9991	1173	0.0620	-0.0915
186.9991	1174	0.0602	-0.0932
186.9991	1175	0.0587	-0.0944
186.9991	1176	0.0579	-0.0958
186.9991	1177	0.0593	-0.0968
187.9996	1178	0.0645	-0.0977
187.9996	1179	0.0651	-0.0987
187.9996	1180	0.0649	-0.0990
187.9996	1181	0.0651	-0.1000
